rank,prev_rank,name,league,off,def,spi
56,57,Valencia,Spanish Primera Division,1.85,0.84,68.79
57,56,Getafe,Spanish Primera Division,1.54,0.61,68.74
58,58,Torino,Italy Serie A,1.69,0.74,68.26
59,61,Borussia Monchengladbach,German Bundesliga,2.18,1.13,67.91
60,59,Flamengo,Brasileiro Série A,1.88,0.9,67.91
61,69,Marseille,French Ligue 1,1.72,0.8,67.27
62,67,Newcastle,Barclays Premier League,1.75,0.82,67.19
63,66,Brentford,Barclays Premier League,1.78,0.85,67.09
64,65,Rayo Vallecano,Spanish Primera Division,1.67,0.78,66.77
65,62,Verona,Italy Serie A,1.86,0.94,66.72
66,64,VfL Wolfsburg,German Bundesliga,1.85,0.93,66.57
67,60,AZ,Dutch Eredivisie,1.86,0.94,66.54
68,70,VfL Bochum,German Bundesliga,1.76,0.91,65.36
69,68,Braga,Portuguese Liga,1.63,0.81,65.28
70,72,Dinamo Zagreb,UEFA Europa League,1.83,0.98,64.93
71,63,Fulham,English League Championship,1.81,0.97,64.86
72,73,Celtic,Scottish Premiership,1.94,1.08,64.65
73,71,Burnley,Barclays Premier League,1.62,0.83,64.37
74,80,Udinese,Italy Serie A,1.73,0.93,64.29
75,77,Palmeiras,Brasileiro Série A,1.77,0.98,63.97
76,75,Everton,Barclays Premier League,1.7,0.93,63.71
77,79,Shakhtar Donetsk,UEFA Champions League,1.96,1.14,63.71
78,78,Sassuolo,Italy Serie A,2.1,1.27,63.61
79,74,Slavia Prague,UEFA Europa Conference League,1.85,1.05,63.58
80,82,Monterrey,Mexican Primera Division Torneo Clausura,1.72,0.95,63.56
81,81,Atletico Mineiro,Brasileiro Série A,1.74,0.97,63.4
82,76,Rangers,Scottish Premiership,1.81,1.05,62.96
83,86,Leeds United,Barclays Premier League,1.92,1.15,62.8
84,90,Elche,Spanish Primera Division,1.63,0.92,62.32
85,87,Club Brugge,Belgian Jupiler League,2.01,1.25,62.25
86,97,Tigres UANL,Mexican Primera Division Torneo Clausura,1.81,1.09,62.2
87,89,VfB Stuttgart,German Bundesliga,1.85,1.12,62.04
88,85,FC Augsburg,German Bundesliga,1.74,1.03,62.03
89,84,Olympiacos,Greek Super League,1.57,0.89,61.93
90,83,Espanyol,Spanish Primera Division,1.71,1.01,61.83
91,96,Lens,French Ligue 1,1.56,0.89,61.67
92,92,Mallorca,Spanish Primera Division,1.68,1.01,61.31
93,93,River Plate,Argentina Primera Division,1.61,0.95,61.26
94,99,Levante,Spanish Primera Division,1.72,1.05,61.03
95,94,Nantes,French Ligue 1,1.49,0.87,60.67
96,91,FC Utrecht,Dutch Eredivisie,1.82,1.16,60.59
97,88,Nice,French Ligue 1,1.46,0.85,60.55
98,95,FC Copenhagen,Danish SAS-Ligaen,1.84,1.2,60.12
99,102,Anderlecht,Belgian Jupiler League,1.71,1.12,59.41
100,106,FC Twente,Dutch Eredivisie,1.65,1.06,59.35
101,107,Watford,Barclays Premier League,1.65,1.08,59.0
102,104,Dynamo Kiev,UEFA Champions League,1.66,1.09,58.89
103,101,Bologna,Italy Serie A,1.54,0.98,58.8
104,98,Trabzonspor,Turkish Turkcell Super Lig,1.68,1.13,58.3
105,114,Kawasaki Frontale,Japanese J League,1.71,1.17,58.1
106,109,Reims,French Ligue 1,1.4,0.89,58.05
107,111,Bodo/Glimt,Norwegian Tippeligaen,1.75,1.22,57.93
108,100,Alavés,Spanish Primera Division,1.59,1.07,57.9
109,103,Young Boys,Swiss Raiffeisen Super League,2.0,1.46,57.46
110,105,Union Saint Gilloise,Belgian Jupiler League,1.64,1.15,57.21
111,117,Gil Vicente,Portuguese Liga,1.46,0.98,57.21
112,113,Cadiz,Spanish Primera Division,1.48,1.0,57.11
113,125,Montpellier,French Ligue 1,1.56,1.08,56.98
114,108,Genk,Belgian Jupiler League,1.75,1.27,56.76
115,116,Granada,Spanish Primera Division,1.6,1.13,56.63
116,121,KAA Gent,Belgian Jupiler League,1.43,0.97,56.6
117,122,FC Krasnodar,Russian Premier Liga,1.63,1.16,56.56
118,128,Red Star Belgrade,UEFA Europa League,1.69,1.22,56.42
119,112,Brest,French Ligue 1,1.55,1.1,56.32
120,123,CSKA Moscow,Russian Premier Liga,1.34,0.9,56.31
121,129,Sampdoria,Italy Serie A,1.61,1.16,56.17
122,124,Toulouse,French Ligue 2,1.76,1.31,56.11
123,120,Boca Juniors,Argentina Primera Division,1.39,0.96,55.99
124,135,Dinamo Moscow,Russian Premier Liga,1.53,1.09,55.94
125,119,Cruz Azul,Mexican Primera Division Torneo Clausura,1.57,1.13,55.9
126,139,Pachuca,Mexican Primera Division Torneo Clausura,1.55,1.13,55.57
127,127,Sparta Prague,UEFA Europa League,1.61,1.2,55.28
128,136,Empoli,Italy Serie A,1.68,1.26,55.22
129,133,Vitesse,Dutch Eredivisie,1.6,1.19,55.14
130,131,São Paulo,Brasileiro Série A,1.37,0.98,55.06
131,126,Hertha Berlin,German Bundesliga,1.64,1.23,55.04
132,115,Cagliari,Italy Serie A,1.61,1.21,55.0
133,132,Corinthians,Brasileiro Série A,1.37,0.98,54.95
134,130,Angers,French Ligue 1,1.37,0.99,54.78
135,169,LASK Linz,Austrian T-Mobile Bundesliga,1.66,1.28,54.64
136,134,Club América,Mexican Primera Division Torneo Clausura,1.48,1.11,54.49
137,155,Fenerbahce,Turkish Turkcell Super Lig,1.65,1.27,54.42
138,146,PAOK Salonika,Greek Super League,1.41,1.05,54.24
139,138,Ferencvaros,UEFA Europa League,1.62,1.25,54.15
140,118,Arminia Bielefeld,German Bundesliga,1.48,1.13,53.95
141,145,Guimaraes,Portuguese Liga,1.5,1.15,53.84
142,110,Sheffield United,English League Championship,1.44,1.1,53.73
143,140,Sochi,Russian Premier Liga,1.41,1.07,53.73
144,148,Lorient,French Ligue 1,1.39,1.05,53.62
145,142,New York City FC,Major League Soccer,1.57,1.24,53.4
146,137,FC Midtjylland,Danish SAS-Ligaen,1.59,1.26,53.39
147,141,Famalicao,Portuguese Liga,1.35,1.03,53.31
148,143,AFC Bournemouth,English League Championship,1.45,1.14,53.04
149,144,Norwich City,Barclays Premier League,1.51,1.19,53.01
150,147,St Etienne,French Ligue 1,1.32,1.02,52.85
151,151,Los Angeles FC,Major League Soccer,1.64,1.33,52.76
152,149,Bragantino,Brasileiro Série A,1.46,1.16,52.72
153,150,Fluminense,Brasileiro Série A,1.32,1.03,52.6
154,154,Basel,Swiss Raiffeisen Super League,1.81,1.51,52.51
155,156,Internacional,Brasileiro Série A,1.4,1.13,52.15
156,157,Molde,Norwegian Tippeligaen,1.81,1.54,52.02
157,173,Genoa,Italy Serie A,1.32,1.06,52.0
158,166,Troyes,French Ligue 1,1.33,1.07,51.76
159,161,Middlesbrough,English League Championship,1.36,1.11,51.49
160,153,Spartak Moscow,Russian Premier Liga,1.46,1.22,51.33
161,172,Santos Laguna,Mexican Primera Division Torneo Clausura,1.47,1.23,51.23
162,160,Clermont Foot,French Ligue 1,1.34,1.12,50.9
163,179,Rapid Vienna,Austrian T-Mobile Bundesliga,1.56,1.35,50.69
164,158,SpVgg Greuther Fürth,German Bundesliga,1.57,1.36,50.64
165,165,Atlético Paranaense,Brasileiro Série A,1.3,1.09,50.59
166,159,SK Sturm Graz,Austrian T-Mobile Bundesliga,1.61,1.41,50.57
167,176,Luton Town,English League Championship,1.29,1.08,50.48
168,168,Atlas,Mexican Primera Division Torneo Clausura,1.22,1.01,50.47
169,189,Nottingham Forest,English League Championship,1.29,1.09,50.39
170,170,FK Partizan Belgrade,UEFA Europa Conference League,1.42,1.22,50.35
171,163,Kashima Antlers,Japanese J League,1.42,1.23,50.29
172,167,Antwerp,Belgian Jupiler League,1.49,1.29,50.27
173,171,Maccabi Tel-Aviv,UEFA Europa Conference League,1.3,1.11,50.21
174,162,Yokohama F. Marinos,Japanese J League,1.53,1.35,49.94
175,174,Legia Warsaw,UEFA Europa League,1.43,1.26,49.78
176,152,FC Zurich,Swiss Raiffeisen Super League,1.71,1.54,49.69
177,175,Santa Clara,Portuguese Liga,1.32,1.15,49.57
178,186,West Bromwich Albion,English League Championship,1.23,1.07,49.56
179,183,Spezia,Italy Serie A,1.43,1.28,49.41
180,164,León,Mexican Primera Division Torneo Clausura,1.36,1.2,49.3
181,177,Defensa y Justicia,Argentina Primera Division,1.34,1.19,49.27
182,178,América Mineiro,Brasileiro Série A,1.3,1.15,49.25
183,221,Coventry City,English League Championship,1.35,1.21,48.87
184,181,Santos,Brasileiro Série A,1.22,1.08,48.8
185,182,Puebla,Mexican Primera Division Torneo Clausura,1.37,1.24,48.78
186,193,FK Austria Vienna,Austrian T-Mobile Bundesliga,1.38,1.26,48.63
187,198,Schalke 04,German 2. Bundesliga,1.6,1.49,48.55
188,190,New York Red Bulls,Major League Soccer,1.4,1.28,48.52
189,187,Guadalajara,Mexican Primera Division Torneo Clausura,1.32,1.21,48.26
190,180,Brondby,Danish SAS-Ligaen,1.3,1.19,48.25
191,197,Boavista,Portuguese Liga,1.28,1.18,48.0
192,185,FC Groningen,Dutch Eredivisie,1.37,1.28,47.76
193,194,FC Sheriff Tiraspol,UEFA Europa League,1.49,1.41,47.71
194,195,Fortaleza,Brasileiro Série A,1.24,1.15,47.64
195,184,Werder Bremen,German 2. Bundesliga,1.6,1.53,47.51
196,208,Estoril Praia,Portuguese Liga,1.23,1.15,47.26
197,191,Portimonense,Portuguese Liga,1.16,1.09,47.1
198,222,Cercle Brugge,Belgian Jupiler League,1.34,1.29,46.84
199,209,Lokomotiv Moscow,Russian Premier Liga,1.34,1.3,46.73
200,203,Velez Sarsfield,Argentina Primera Division,1.15,1.09,46.64
201,256,Monza,Italy Serie B,1.31,1.28,46.5
202,206,Ceará,Brasileiro Série A,1.24,1.2,46.41
203,201,Alanyaspor,Turkish Turkcell Super Lig,1.64,1.63,46.4
204,196,Heracles,Dutch Eredivisie,1.34,1.32,46.35
205,207,Malmo FF,Swedish Allsvenskan,1.45,1.43,46.31
206,199,Besiktas,Turkish Turkcell Super Lig,1.52,1.51,46.28
207,204,KV Mechelen,Belgian Jupiler League,1.67,1.67,46.22
208,210,Rosenborg,Norwegian Tippeligaen,1.55,1.54,46.2
209,237,Heerenveen,Dutch Eredivisie,1.34,1.33,46.05
210,202,Preston North End,English League Championship,1.14,1.11,46.01
211,215,F.B.C Unione Venezia,Italy Serie A,1.39,1.39,45.97
212,213,Anorthosis Famagusta,UEFA Europa Conference League,1.27,1.26,45.86
213,226,Galatasaray,Turkish Turkcell Super Lig,1.4,1.4,45.8
214,214,FK Qarabag,UEFA Europa Conference League,1.4,1.4,45.72
215,211,Panathinaikos,Greek Super League,1.1,1.08,45.68
216,188,Istanbul Basaksehir,Turkish Turkcell Super Lig,1.26,1.25,45.68
217,212,Blackburn,English League Championship,1.11,1.09,45.66
218,218,Urawa Red Diamonds,Japanese J League,1.29,1.29,45.61
219,235,Philadelphia Union,Major League Soccer,1.33,1.34,45.58
220,192,New England Revolution,Major League Soccer,1.57,1.6,45.51
221,223,Pacos Ferreira,Portuguese Liga,1.14,1.14,45.4
222,219,Adana Demirspor,Turkish Turkcell Super Lig,1.3,1.32,45.2
223,227,Bordeaux,French Ligue 1,1.43,1.47,45.07
224,247,Millwall,English League Championship,1.1,1.11,45.05
225,205,Stoke City,English League Championship,1.18,1.2,44.96
226,229,Vizela,Portuguese Liga,1.32,1.35,44.95
227,233,Konyaspor,Turkish Turkcell Super Lig,1.34,1.38,44.82
228,224,Maritimo,Portuguese Liga,1.19,1.23,44.71
229,216,Wolfsberger AC,Austrian T-Mobile Bundesliga,1.44,1.5,44.6
230,220,Hamburg SV,German 2. Bundesliga,1.45,1.51,44.59
231,225,Seattle Sounders FC,Major League Soccer,1.31,1.36,44.56
232,217,Rubin Kazan,Russian Premier Liga,1.27,1.31,44.56
233,200,Real Valladolid,Spanish Segunda Division,1.35,1.4,44.52
234,228,Metz,French Ligue 1,1.1,1.13,44.37
235,234,CSKA Sofia,UEFA Europa Conference League,1.12,1.17,44.21
236,239,AEK Athens,Greek Super League,1.22,1.27,44.19
237,243,Krylia Sovetov,Russian Premier Liga,1.17,1.23,44.12
238,230,Columbus Crew,Major League Soccer,1.45,1.53,44.12
239,236,Queens Park Rangers,English League Championship,1.22,1.29,43.98
240,241,Pumas Unam,Mexican Primera Division Torneo Clausura,1.19,1.25,43.93
241,232,Cardiff City,English League Championship,1.15,1.22,43.93
242,253,Los Angeles Galaxy,Major League Soccer,1.41,1.51,43.8
243,252,Rostov,Russian Premier Liga,1.4,1.5,43.79
244,285,St Gallen,Swiss Raiffeisen Super League,1.6,1.72,43.73
245,240,Estudiantes,Argentina Primera Division,1.25,1.34,43.62
246,261,Salernitana,Italy Serie A,1.43,1.54,43.53
247,246,CFR 1907 Cluj,UEFA Europa Conference League,1.26,1.37,43.25
248,280,Kasimpasa,Turkish Turkcell Super Lig,1.43,1.56,43.1
249,259,NEC,Dutch Eredivisie,1.45,1.59,43.0
250,242,Atlanta United FC,Major League Soccer,1.33,1.46,42.98
251,251,Argentinos Juniors,Argentina Primera Division,1.07,1.16,42.97
252,231,Huddersfield Town,English League Championship,1.14,1.25,42.82
253,257,SV Darmstadt 98,German 2. Bundesliga,1.46,1.62,42.66
254,258,Guangzhou Evergrande,Chinese Super League,1.43,1.59,42.61
255,249,Minnesota United FC,Major League Soccer,1.35,1.49,42.6
256,248,Terek Grozny,Russian Premier Liga,1.18,1.3,42.56
257,263,Sporting de Charleroi,Belgian Jupiler League,1.29,1.43,42.52
258,244,Moreirense,Portuguese Liga,1.13,1.25,42.49
259,260,Omonia Nicosia,UEFA Europa Conference League,1.32,1.47,42.46
260,254,Vissel Kobe,Japanese J League,1.21,1.35,42.39
261,275,Benevento,Italy Serie B,1.2,1.35,42.17
262,262,Almeria,Spanish Segunda Division,1.14,1.28,42.17
263,270,Blackpool,English League Championship,1.11,1.24,42.17
264,250,Nashville SC,Major League Soccer,1.18,1.32,42.08
265,293,Sivasspor,Turkish Turkcell Super Lig,1.28,1.45,41.98
266,265,FC Arouca,Portuguese Liga,1.15,1.3,41.92
267,288,Colorado Rapids,Major League Soccer,1.23,1.4,41.83
268,255,Tijuana,Mexican Primera Division Torneo Clausura,1.21,1.38,41.83
269,238,Lecce,Italy Serie B,1.16,1.32,41.78
270,266,Ludogorets,UEFA Europa League,1.29,1.46,41.74
271,267,Talleres de Córdoba,Argentina Primera Division,1.15,1.3,41.74
272,269,Sparta,Dutch Eredivisie,1.14,1.29,41.7
273,287,St. Truidense,Belgian Jupiler League,1.11,1.27,41.68
274,268,Cuiaba,Brasileiro Série A,1.08,1.23,41.66
275,272,Union Santa Fe,Argentina Primera Division,1.04,1.19,41.6
276,273,Swansea City,English League Championship,1.14,1.31,41.46
277,274,Juventude,Brasileiro Série A,1.09,1.25,41.46
278,264,Nagoya Grampus Eight,Japanese J League,1.06,1.22,41.42
279,276,Hearts,Scottish Premiership,1.21,1.39,41.4
280,277,Lanus,Argentina Primera Division,1.36,1.57,41.35
281,278,Atlético Goianiense,Brasileiro Série A,1.08,1.24,41.34
282,294,AaB,Danish SAS-Ligaen,1.32,1.53,41.31
283,306,Girona FC,Spanish Segunda Division,1.15,1.33,41.22
284,295,FC Dallas,Major League Soccer,1.33,1.55,41.0
285,283,Viking FK,Norwegian Tippeligaen,1.44,1.68,40.98
286,284,CA Independiente,Argentina Primera Division,1.02,1.19,40.97
287,271,Orlando City SC,Major League Soccer,1.24,1.45,40.81
288,292,Parma,Italy Serie B,1.06,1.24,40.67
289,290,Slovan Bratislava,UEFA Europa Conference League,1.16,1.37,40.52
290,291,Botafogo,Brasileiro Série A,1.21,1.43,40.48
291,320,Hatayspor,Turkish Turkcell Super Lig,1.42,1.69,40.27
292,289,Portland Timbers,Major League Soccer,1.33,1.59,40.18
293,296,Cambuur Leeuwarden,Dutch Eredivisie,1.48,1.76,40.17
294,286,Silkeborg,Danish SAS-Ligaen,1.2,1.44,40.12
295,298,Banfield,Argentina Primera Division,1.01,1.22,40.1
296,303,PEC Zwolle,Dutch Eredivisie,1.24,1.48,40.08
297,299,Huracán,Argentina Primera Division,1.02,1.24,40.05
298,279,Sporting Kansas City,Major League Soccer,1.25,1.5,40.04
299,301,Coritiba,Brasileiro Série A,1.19,1.44,40.01
300,304,Aris Salonika,Greek Super League,0.99,1.2,39.97
301,305,Randers FC,Danish SAS-Ligaen,1.16,1.41,39.93
302,300,Atlético San Luis,Mexican Primera Division Torneo Clausura,1.23,1.49,39.79
303,245,Cremonese,Italy Serie B,1.14,1.39,39.75
304,302,Valerenga,Norwegian Tippeligaen,1.23,1.5,39.7
305,282,Birmingham,English League Championship,1.12,1.37,39.67
306,317,AGF Aarhus,Danish SAS-Ligaen,1.19,1.47,39.34
307,313,Brescia,Italy Serie B,1.13,1.41,39.14
308,307,Necaxa,Mexican Primera Division Torneo Clausura,1.1,1.37,39.02
309,308,Beijing Guoan,Chinese Super League,1.33,1.64,39.02
310,297,Toluca,Mexican Primera Division Torneo Clausura,1.18,1.49,38.66
311,330,Auxerre,French Ligue 2,1.15,1.45,38.65
312,312,Goiás,Brasileiro Série A,1.16,1.46,38.63
313,314,Shanghai SIPG,Chinese Super League,1.25,1.57,38.6
314,315,Hammarby,Swedish Allsvenskan,1.4,1.75,38.59
315,281,Paris FC,French Ligue 2,1.08,1.37,38.47
316,319,FC Zorya Luhansk,UEFA Europa Conference League,1.1,1.41,38.34
317,322,Central Córdoba Santiago del Estero,Argentina Primera Division,1.05,1.35,38.26
318,310,Derby County,English League Championship,0.98,1.28,38.06
319,316,Fortuna Düsseldorf,German 2. Bundesliga,1.13,1.47,37.89
320,327,Go Ahead Eagles,Dutch Eredivisie,1.28,1.64,37.85
321,348,Tenerife,Spanish Segunda Division,0.95,1.25,37.77
322,324,Frosinone,Italy Serie B,1.09,1.42,37.76
323,309,SK Austria Klagenfurt,Austrian T-Mobile Bundesliga,1.19,1.55,37.67
324,345,FC St. Pauli,German 2. Bundesliga,1.38,1.78,37.67
325,331,Livingston,Scottish Premiership,1.12,1.46,37.59
326,356,Chicago Fire,Major League Soccer,1.19,1.56,37.53
327,334,IF Elfsborg,Swedish Allsvenskan,1.3,1.69,37.47
328,355,Hull City,English League Championship,0.97,1.29,37.4
329,325,Gazisehir Gaziantep,Turkish Turkcell Super Lig,1.2,1.58,37.36
330,335,Avaí,Brasileiro Série A,1.12,1.48,37.33
331,336,Mazatlán FC,Mexican Primera Division Torneo Clausura,1.11,1.47,37.29
332,311,KV Kortrijk,Belgian Jupiler League,1.17,1.54,37.26
333,338,Rosario Central,Argentina Primera Division,1.23,1.61,37.25
334,339,Kairat Almaty,UEFA Europa Conference League,1.17,1.55,37.23
335,378,Real Salt Lake,Major League Soccer,1.17,1.55,37.18
336,344,Karlsruher SC,German 2. Bundesliga,1.3,1.7,37.11
337,340,Querétaro,Mexican Primera Division Torneo Clausura,1.03,1.38,37.08
338,369,SC Paderborn,German 2. Bundesliga,1.37,1.8,37.07
339,343,Racing Club,Argentina Primera Division,0.95,1.29,36.96
340,328,Servette,Swiss Raiffeisen Super League,1.32,1.75,36.84
341,333,RKC,Dutch Eredivisie,1.24,1.66,36.84
342,352,FC Tokyo,Japanese J League,1.03,1.4,36.83
343,347,OH Leuven,Belgian Jupiler League,1.33,1.77,36.7
344,329,FC Juárez,Mexican Primera Division Torneo Clausura,1.02,1.39,36.65
345,391,FC Lugano,Swiss Raiffeisen Super League,1.05,1.43,36.63
346,350,Flora,UEFA Europa Conference League,1.34,1.78,36.57
347,323,Standard Liege,Belgian Jupiler League,1.04,1.42,36.55
348,341,Odense BK,Danish SAS-Ligaen,1.2,1.62,36.53
349,332,SD Huesca,Spanish Segunda Division,0.95,1.3,36.53
350,353,Hibernian,Scottish Premiership,0.84,1.17,36.36
351,342,Tondela,Portuguese Liga,1.13,1.54,36.3
352,437,Caen,French Ligue 2,1.13,1.54,36.28
353,354,Ross County,Scottish Premiership,1.28,1.73,36.28
354,375,Dijon FCO,French Ligue 2,1.0,1.38,36.24
355,326,Ural Sverdlovsk Oblast,Russian Premier Liga,0.75,1.07,36.19
356,357,Lillestrom,Norwegian Tippeligaen,1.21,1.65,36.1
357,358,Newell's Old Boys,Argentina Primera Division,0.99,1.37,36.06
358,364,1. FC Heidenheim 1846,German 2. Bundesliga,1.13,1.56,36.06
359,367,Austin FC,Major League Soccer,1.22,1.68,35.92
360,359,Cerezo Osaka,Japanese J League,1.13,1.57,35.88
361,365,Willem II,Dutch Eredivisie,1.1,1.53,35.87
362,337,DC United,Major League Soccer,1.19,1.65,35.86
363,362,Godoy Cruz,Argentina Primera Division,1.07,1.49,35.85
364,318,Kayserispor,Turkish Turkcell Super Lig,1.26,1.73,35.84
365,363,Gimnasia La Plata,Argentina Primera Division,0.94,1.33,35.84
366,366,Aberdeen,Scottish Premiership,1.0,1.4,35.83
367,321,Amiens,French Ligue 2,0.96,1.35,35.76
368,360,Hartberg,Austrian T-Mobile Bundesliga,1.14,1.58,35.74
369,368,Fortuna Sittard,Dutch Eredivisie,1.28,1.77,35.57
370,380,Bristol City,English League Championship,1.16,1.62,35.56
371,370,AIK,Swedish Allsvenskan,1.06,1.49,35.55
372,371,Holstein Kiel,German 2. Bundesliga,1.24,1.72,35.54
373,349,Melbourne City,Australian A-League,1.35,1.87,35.31
374,388,Pisa,Italy Serie B,0.92,1.33,35.02
375,376,San Lorenzo,Argentina Primera Division,0.95,1.38,35.02
376,377,Montreal Impact,Major League Soccer,1.14,1.63,35.01
377,374,Belenenses,Portuguese Liga,0.92,1.36,34.67
378,404,Antalyaspor,Turkish Turkcell Super Lig,0.94,1.38,34.64
379,383,Fatih Karagümrük,Turkish Turkcell Super Lig,1.09,1.58,34.62
380,382,Toronto FC,Major League Soccer,1.24,1.77,34.57
381,372,Cittadella,Italy Serie B,0.83,1.24,34.54
382,423,Ascoli,Italy Serie B,1.02,1.49,34.53
383,379,Djurgardens IF,Swedish Allsvenskan,1.11,1.6,34.51
384,412,Real Oviedo,Spanish Segunda Division,0.9,1.34,34.51
385,399,Giresunspor,Turkish Turkcell Super Lig,0.97,1.45,34.11
386,381,Hansa Rostock,German 2. Bundesliga,1.16,1.69,34.1
387,361,SV Ried,Austrian T-Mobile Bundesliga,1.17,1.71,34.08
388,346,WSG Swarovski Wattens,Austrian T-Mobile Bundesliga,1.33,1.91,34.0
389,387,Eibar,Spanish Segunda Division,0.92,1.39,33.97
390,386,Leganes,Spanish Segunda Division,0.84,1.29,33.97
391,389,Colon Santa Fe,Argentina Primera Division,0.92,1.39,33.95
392,397,Oxford United,English League One,1.35,1.94,33.93
393,394,Nimes,French Ligue 2,1.05,1.57,33.88
394,410,Viborg,Danish SAS-Ligaen,1.14,1.69,33.7
395,351,FC Sion,Swiss Raiffeisen Super League,1.18,1.74,33.69
396,401,Barnsley,English League Championship,0.93,1.42,33.54
397,373,Las Palmas,Spanish Segunda Division,0.92,1.42,33.51
398,395,Jablonec,UEFA Europa Conference League,1.09,1.64,33.5
399,396,Platense,Argentina Primera Division,1.01,1.54,33.47
400,393,FC Ufa,Russian Premier Liga,0.83,1.3,33.46
401,400,Dundee Utd,Scottish Premiership,0.87,1.36,33.33
402,403,NS Mura,UEFA Europa Conference League,1.09,1.66,33.24
403,405,Perugia,Italy Serie B,0.85,1.33,33.22
404,384,Rotherham United,English League One,0.86,1.36,33.16
405,402,Vancouver Whitecaps,Major League Soccer,1.12,1.7,33.06
406,392,OFI Crete,Greek Super League,1.0,1.55,32.87
407,415,FK Nizhny Novgorod,Russian Premier Liga,0.89,1.41,32.74
408,408,FC Nordsjaelland,Danish SAS-Ligaen,1.18,1.79,32.73
409,409,IFK Norrkoping,Swedish Allsvenskan,1.2,1.82,32.71
410,406,Sochaux,French Ligue 2,0.88,1.4,32.6
411,433,FC Khimki,Russian Premier Liga,0.95,1.5,32.55
412,390,San Jose Earthquakes,Major League Soccer,1.22,1.86,32.48
413,398,Sanfrecce Hiroshima,Japanese J League,0.9,1.45,32.39
414,413,Asteras Tripolis,Greek Super League,0.87,1.4,32.37
415,420,Consadole Sapporo,Japanese J League,0.96,1.53,32.34
416,443,Sheffield Wednesday,English League One,1.11,1.73,32.34
